step_num,step_time_ms,forward_time_ms,backward_time_ms,optimizer_time_ms,gpu_memory_allocated_mb,gpu_memory_reserved_mb,gpu_memory_peak_mb,gpu_power_forward_start_w,gpu_power_forward_end_w,gpu_power_backward_start_w,gpu_power_backward_end_w,gpu_power_optimizer_start_w,gpu_power_optimizer_end_w,energy_forward_j,energy_backward_j,energy_optimizer_j,energy_step_j,gpu_temperature_c,gpu_utilization,gpu_memory_utilization,cpu_utilization,timestamp
101,252.476326,77.515193,135.524716,37.944103,3432.48876953125,10940.0,10615.47705078125,214.086,214.086,214.086,215.648,215.648,215.648,16.594917608598,29.119789152772,8.182569923744,53.897276685113994,46.0,97.0,76.0,0.5,2026-02-20T14:43:17.804791
102,252.261893,77.32807,135.632678,37.832031,3432.48876953125,10940.0,10615.47705078125,215.648,213.524,213.524,215.729,215.729,214.616,16.593521229020002,29.110366964767003,8.140412690347501,53.84430088413451,46.0,98.0,71.0,0.5,2026-02-20T14:43:18.059065
103,252.464505,77.3356,135.737919,37.932562,3432.48876953125,10940.0,10615.47705078125,214.616,216.394,216.394,215.672,215.672,215.672,16.666208478,29.323869855327004,8.180991511664,54.17106984499101,46.0,97.0,73.0,0.5,2026-02-20T14:43:18.313227
104,252.859002,77.611204,135.81889,37.920652,3432.48876953125,10940.0,10615.47705078125,215.672,213.679,213.679,216.186,216.186,215.477,16.661224024302,29.191893574925,8.184471202138,54.037588801365004,46.0,97.0,76.0,0.5,2026-02-20T14:43:18.569086
105,252.502347,77.669525,135.383052,37.837751,3432.48876953125,10940.0,10615.47705078125,215.477,214.878,214.878,215.227,215.227,215.227,16.7127342156875,29.11446379023,8.143705634477001,53.9709036403945,46.0,97.0,76.0,0.5,2026-02-20T14:43:18.823733
106,253.728437,78.452459,135.824151,37.918382,3432.48876953125,10940.0,10615.47705078125,215.227,212.621,212.621,213.53,213.53,213.53,16.782863839116,28.9407988864005,8.09671210846,53.8203748339765,46.0,99.0,68.0,0.5,2026-02-20T14:43:19.079698
107,252.071419,77.230847,135.380853,37.971543,3432.48876953125,10940.0,10615.47705078125,213.53,212.795,212.795,213.481,213.481,213.481,16.4627204236375,28.854804246713996,8.106202971183,53.4237276415345,46.0,96.0,76.0,0.5,2026-02-20T14:43:19.334046
108,252.960804,77.824038,135.725469,37.959693,3432.48876953125,10940.0,10615.47705078125,210.621,210.621,210.621,213.105,213.105,213.105,16.391376707598,28.755205038746997,8.089400376765001,53.23598212310999,47.0,96.0,75.0,0.5,2026-02-20T14:43:19.589027
109,252.670689,77.725047,135.568196,37.912102,3432.48876953125,10940.0,10615.47705078125,213.105,211.32,211.32,213.42,213.42,213.965,16.4942265364875,28.790617784520002,8.101531856635,53.3863761776425,47.0,99.0,73.0,0.5,2026-02-20T14:43:19.844544
110,251.49871,76.837161,135.220781,37.979933,3432.48876953125,10940.0,10615.47705078125,213.965,213.965,213.965,215.878,215.878,215.878,16.440463153365002,29.0618530836915,8.199031976174,53.7013482132305,47.0,97.0,69.0,0.5,2026-02-20T14:43:20.098073
111,252.283052,77.303489,135.539945,37.975143,3432.48876953125,10940.0,10615.47705078125,215.878,213.782,213.782,215.825,215.825,214.412,16.607108541869998,29.114454575807496,8.1691557994455,53.89071891712299,47.0,97.0,76.0,0.5,2026-02-20T14:43:20.352060
112,252.919894,77.767397,135.889101,37.7837,3432.48876953125,10940.0,10615.47705078125,214.412,214.412,214.412,216.221,216.221,216.221,16.674263125564,29.259165615466504,8.169629397700001,54.1030581387305,47.0,97.0,77.0,0.5,2026-02-20T14:43:20.606658
113,252.479206,77.491413,135.737348,37.755199,3432.48876953125,10940.0,10615.47705078125,216.221,214.212,214.212,216.936,216.936,216.204,16.677430685914498,29.261443057752004,8.176643447430001,54.11551719109651,47.0,99.0,71.0,0.5,2026-02-20T14:43:20.861126
114,253.225538,77.307869,135.7796,37.900232,3432.48876953125,10940.0,10615.47705078125,216.204,217.455,217.455,216.206,216.206,216.206,16.7626265813355,29.4411585578,8.194257559792,54.398042698927505,47.0,97.0,73.0,0.5,2026-02-20T14:43:21.116323
115,252.468546,77.490432,135.657687,37.826691,3432.48876953125,10940.0,10615.47705078125,216.206,213.486,213.486,216.279,216.279,215.988,16.648509353472,29.1504629267775,8.1756151192485,53.974587399498,47.0,96.0,75.0,0.7,2026-02-20T14:43:21.370508
116,252.819682,77.580754,135.79945,37.806071,3432.48876953125,10940.0,10615.47705078125,215.988,215.665,215.665,216.15,216.15,216.15,16.743982603181003,29.320119750874998,8.17178224665,54.235884600706,47.0,97.0,76.0,0.6,2026-02-20T14:43:21.625001
117,252.592949,77.568614,135.672468,37.85412,3432.48876953125,10940.0,10615.47705078125,216.15,213.323,213.323,216.472,216.472,216.472,16.656812680211,29.15567419203,8.19435706464,54.006843936881,47.0,99.0,68.0,0.5,2026-02-20T14:43:21.879701
118,252.252371,77.302469,135.685608,37.781449,3432.48876953125,10940.0,10615.47705078125,216.472,215.576,215.576,216.3,216.3,216.3,16.699188563256,29.299678820304003,8.1721274187,54.170994802260005,48.0,96.0,77.0,0.5,2026-02-20T14:43:22.133640
119,252.822822,77.612205,135.909942,37.78944,3432.48876953125,10940.0,10615.47705078125,213.959,213.959,213.959,216.464,216.464,216.464,16.605829769595,29.249382482733,8.18005334016,54.035265592488,48.0,97.0,75.0,0.5,2026-02-20T14:43:22.388119
120,252.781521,77.583335,135.895521,37.79705,3432.48876953125,10940.0,10615.47705078125,216.464,214.728,214.728,216.322,216.322,214.412,16.72665669266,29.288882163525,8.14023726735,54.155776123535006,48.0,99.0,73.0,0.6,2026-02-20T14:43:22.642964
121,252.675869,77.466142,135.83135,37.889892,3432.48876953125,10940.0,10615.47705078125,214.412,214.412,214.412,216.433,216.433,216.433,16.609670438504,29.261128995375,8.200622995236,54.071422429115,48.0,97.0,69.0,0.5,2026-02-20T14:43:22.897647
122,252.502386,77.277278,135.893392,37.851551,3432.48876953125,10940.0,10615.47705078125,216.433,214.255,214.255,216.215,216.215,214.887,16.641198153632,29.249014227120004,8.158939669600999,54.049152050353,48.0,97.0,76.0,0.5,2026-02-20T14:43:23.151856
123,253.306921,77.794998,136.185786,37.83945,3432.48876953125,10940.0,10615.47705078125,214.887,214.887,214.887,215.963,215.963,215.963,16.717133735226,29.337822949050004,8.17192114035,54.22687782462601,48.0,97.0,77.0,0.5,2026-02-20T14:43:23.406874
124,252.959214,77.683645,135.952372,37.81779,3432.48876953125,10940.0,10615.47705078125,215.963,214.059,214.059,216.219,216.219,215.632,16.702838195094998,29.248657359707998,8.165825214644999,54.11732076944799,48.0,98.0,70.0,0.6,2026-02-20T14:43:23.661991
